"c1" "c2" "k" "h1" "h2" "ph1" "ph2" "kin.type" "plod"
2013 2013 0 2 4 0.5 0.5 "up" -0.021
2013 2011 0 2 2 0.5 0.5 "up" -0.028
2013 2008 0 2 4 0.5 0.5 "up" -0.032
2013 2011 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.031
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.039
2013 2009 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.041
2013 2013 0 2 4 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.04
2013 2014 0 2 2 0.5 0.5 "up" -0.029
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2010 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 4 0.5 0.5 "up" -0.026
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.032
2013 2012 0 2 4 0.5 0.5 "up" -0.022
2013 2012 0 2 4 0.5 0.5 "up" -0.025
2013 2009 0 2 2 0.5 0.5 "up" 0.012
2013 2013 0 2 4 0.5 0.5 "up" -0.029
2013 2013 0 2 2 0.5 0.5 "up" -0.039
2013 2013 0 2 2 0.5 0.5 "up" -0.031
2013 2011 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2012 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.044
2013 2013 0 2 4 0.5 0.5 "up" -0.03
2013 2013 0 2 4 0.5 0.5 "up" -0.02
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 2 0.5 0.5 "up" -0.042
2013 2013 0 2 2 0.5 0.5 "up" -0.05
2013 2013 0 2 2 0.5 0.5 "up" -0.04
2013 2011 0 2 4 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.016
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2012 0 2 2 0.5 0.5 "up" -0.038
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2010 0 2 2 0.5 0.5 "up" -0.043
2013 2013 0 2 2 0.5 0.5 "up" -0.031
2013 2012 0 2 4 0.5 0.5 "up" -0.018
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 4 0.5 0.5 "up" -0.035
2013 2013 0 2 2 0.5 0.5 "up" -0.043
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2010 0 2 4 0.5 0.5 "up" -0.008
2013 2012 0 2 2 0.5 0.5 "up" -0.015
2013 2013 0 2 4 0.5 0.5 "up" -0.035
2013 2012 0 2 2 0.5 0.5 "up" -0.038
2013 2012 0 2 4 0.5 0.5 "up" -0.041
2013 2013 0 2 4 0.5 0.5 "up" -0.04
2013 2013 0 2 4 0.5 0.5 "up" -0.039
2013 2013 0 2 2 0.5 0.5 "up" -0.026
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 2 0.5 0.5 "up" -0.04
2013 2014 0 2 2 0.5 0.5 "up" -0.048
2013 2014 0 2 2 0.5 0.5 "up" -0.044
2013 2014 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.026
2013 2014 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.028
2013 2014 0 2 4 0.5 0.5 "up" -0.051
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 4 0.5 0.5 "up" -0.031
2013 2014 0 2 4 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.038
2013 2014 0 2 2 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.041
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2014 0 2 4 0.5 0.5 "up" -0.022
2013 2014 0 2 4 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.034
2013 2014 0 2 2 0.5 0.5 "up" -0.008
2013 2014 0 2 4 0.5 0.5 "up" -0.028
2013 2012 0 2 2 0.5 0.5 "up" -0.041
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 2 0.5 0.5 "up" -0.024
2013 2010 0 2 2 0.5 0.5 "up" -0.041
2013 2011 0 2 4 0.5 0.5 "up" -0.038
2013 2009 0 2 4 0.5 0.5 "up" -0.029
2013 2008 0 2 2 0.5 0.5 "up" -0.031
2013 2011 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.028
2013 2007 0 2 2 0.5 0.5 "up" -0.026
2013 2012 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.037
2013 2013 0 2 2 0.5 0.5 "up" -0.041
2013 2013 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.024
2013 2013 0 2 2 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.016
2013 2011 0 2 2 0.5 0.5 "up" -0.029
2013 2008 0 2 4 0.5 0.5 "up" -0.028
2013 2011 0 2 2 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.029
2013 2013 0 2 2 0.5 0.5 "up" -0.035
2013 2013 0 2 4 0.5 0.5 "up" -0.041
2013 2009 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.039
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.032
2013 2014 0 2 2 0.5 0.5 "up" -0.03
2013 2014 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.013
2013 2010 0 2 4 0.5 0.5 "up" -0.05
2013 2014 0 2 4 0.5 0.5 "up" -0.018
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2014 0 2 2 0.5 0.5 "up" -0.03
2013 2012 0 2 4 0.5 0.5 "up" -0.041
2013 2012 0 2 4 0.5 0.5 "up" -0.043
2013 2009 0 2 2 0.5 0.5 "up" -0.043
2013 2013 0 2 4 0.5 0.5 "up" -0.024
2013 2013 0 2 2 0.5 0.5 "up" -0.029
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2011 0 2 4 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.029
2013 2012 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 2 0.5 0.5 "up" -0.017
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.019
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 2 0.5 0.5 "up" -0.04
2013 2011 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.034
2013 2012 0 2 2 0.5 0.5 "up" -0.021
2013 2013 0 2 4 0.5 0.5 "up" -0.022
2013 2013 0 2 4 0.5 0.5 "up" -0.026
2013 2010 0 2 2 0.5 0.5 "up" -0.009
2013 2013 0 2 2 0.5 0.5 "up" -0.032
2013 2012 0 2 4 0.5 0.5 "up" -0.019
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.026
2013 2010 0 2 4 0.5 0.5 "up" -0.045
2013 2012 0 2 2 0.5 0.5 "up" -0.021
2013 2013 0 2 4 0.5 0.5 "up" -0.03
2013 2012 0 2 2 0.5 0.5 "up" -0.012
2013 2012 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.04
2013 2013 0 2 4 0.5 0.5 "up" -0.045
2013 2013 0 2 2 0.5 0.5 "up" -0.039
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 4 0.5 0.5 "up" -0.025
2013 2014 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2014 0 2 2 0.5 0.5 "up" -0.03
2013 2014 0 2 2 0.5 0.5 "up" -0.032
2013 2014 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 4 0.5 0.5 "up" -0.041
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2013 0 2 4 0.5 0.5 "up" -0.018
2013 2014 0 2 4 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.039
2013 2014 0 2 2 0.5 0.5 "up" -0.023
2013 2014 0 2 2 0.5 0.5 "up" -0.018
2013 2014 0 2 4 0.5 0.5 "up" -0.024
2013 2014 0 2 4 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.022
2013 2014 0 2 2 0.5 0.5 "up" -0.024
2013 2014 0 2 4 0.5 0.5 "up" -0.022
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 4 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.018
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 4 0.5 0.5 "up" -0.024
2013 2012 0 2 2 0.5 0.5 "up" -0.009
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.027
2010 2011 0 2 4 0.5 0.5 "up" -0.018
2010 2009 0 2 4 0.5 0.5 "up" -0.013
2010 2008 0 2 2 0.5 0.5 "up" -0.032
2010 2011 0 2 4 0.5 0.5 "up" -0.018
2010 2013 0 2 2 0.5 0.5 "up" -0.048
2010 2007 0 2 2 0.5 0.5 "up" -0.027
2010 2012 0 2 4 0.5 0.5 "up" -0.028
2010 2013 0 2 4 0.5 0.5 "up" -0.021
2010 2013 0 2 2 0.5 0.5 "up" -0.013
2010 2013 0 2 4 0.5 0.5 "up" -0.031
2010 2013 0 2 2 0.5 0.5 "up" -0.029
2010 2013 0 2 2 0.5 0.5 "up" -0.027
2010 2013 0 2 4 0.5 0.5 "up" -0.027
2010 2011 0 2 2 0.5 0.5 "up" -0.039
2010 2008 0 2 4 0.5 0.5 "up" -0.047
2010 2011 0 2 2 0.5 0.5 "up" -0.029
2010 2013 0 2 2 0.5 0.5 "up" -0.031
2010 2013 0 2 2 0.5 0.5 "up" -0.025
2010 2013 0 2 4 0.5 0.5 "up" -0.017
2010 2013 0 2 2 0.5 0.5 "up" -0.039
2010 2009 0 2 4 0.5 0.5 "up" -0.033
2010 2013 0 2 4 0.5 0.5 "up" -0.033
2010 2013 0 2 4 0.5 0.5 "up" -0.027
2010 2013 0 2 4 0.5 0.5 "up" -0.032
2010 2013 0 2 2 0.5 0.5 "up" -0.04
2010 2014 0 2 2 0.5 0.5 "up" -0.039
2010 2014 0 2 2 0.5 0.5 "up" -0.036
2010 2013 0 2 4 0.5 0.5 "up" -0.035
2010 2010 0 2 4 0.5 0.5 "up" -0.015
2010 2014 0 2 4 0.5 0.5 "up" -0.029
2010 2014 0 2 4 0.5 0.5 "up" -0.025
2010 2014 0 2 2 0.5 0.5 "up" -0.03
2010 2014 0 2 2 0.5 0.5 "up" -0.027
2010 2012 0 2 4 0.5 0.5 "up" -0.028
2010 2012 0 2 4 0.5 0.5 "up" -0.017
2010 2009 0 2 2 0.5 0.5 "up" -0.026
2010 2013 0 2 4 0.5 0.5 "up" -0.026
2010 2013 0 2 2 0.5 0.5 "up" -0.038
2010 2013 0 2 2 0.5 0.5 "up" -0.031
2010 2011 0 2 4 0.5 0.5 "up" -0.019
2010 2013 0 2 4 0.5 0.5 "up" -0.018
2010 2012 0 2 2 0.5 0.5 "up" -0.039
2010 2013 0 2 2 0.5 0.5 "up" -0.022
2010 2013 0 2 4 0.5 0.5 "up" -0.025
2010 2013 0 2 2 0.5 0.5 "up" -0.02
2010 2013 0 2 4 0.5 0.5 "up" -0.034
2010 2013 0 2 4 0.5 0.5 "up" -0.022
2010 2013 0 2 4 0.5 0.5 "up" -0.035
2010 2013 0 2 2 0.5 0.5 "up" -0.043
2010 2013 0 2 2 0.5 0.5 "up" -0.04
2010 2013 0 2 2 0.5 0.5 "up" -0.032
2010 2013 0 2 2 0.5 0.5 "up" -0.033
2010 2013 0 2 2 0.5 0.5 "up" -0.031
2010 2011 0 2 4 0.5 0.5 "up" -0.026
2010 2013 0 2 2 0.5 0.5 "up" -0.018
2010 2013 0 2 4 0.5 0.5 "up" -0.044
2010 2012 0 2 2 0.5 0.5 "up" -0.025
2010 2013 0 2 4 0.5 0.5 "up" -0.025
2010 2013 0 2 4 0.5 0.5 "up" -0.035
2010 2010 0 2 2 0.5 0.5 "up" -0.028
2010 2013 0 2 2 0.5 0.5 "up" -0.043
2010 2012 0 2 4 0.5 0.5 "up" -0.025
2010 2013 0 2 2 0.5 0.5 "up" -0.039
2010 2013 0 2 4 0.5 0.5 "up" -0.037
2010 2013 0 2 2 0.5 0.5 "up" -0.035
2010 2013 0 2 4 0.5 0.5 "up" -0.033
2010 2010 0 2 4 0.5 0.5 "up" -0.021
2010 2012 0 2 2 0.5 0.5 "up" -0.03
2010 2013 0 2 4 0.5 0.5 "up" -0.033
2010 2012 0 2 2 0.5 0.5 "up" -0.029
